"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","change"
-3.62591863184333,8.42652613626417,-9.18815477057871,1.18163173521723e-14,2.12512741712987e-12,22.9449741636469,"Ddx5","Higher in Adult_Reinfected"
2.99965203560262,4.49658590340802,9.1899502274064,1.17140347306629e-14,2.12512741712987e-12,22.9534475657124,"Mup13","Higher in Neonate_Reinfected_NO_IFN"
-3.82228395940169,7.71194395857626,-9.19112972734579,1.16473237328753e-14,2.12512741712987e-12,22.9590140635455,"Sptan1","Higher in Adult_Reinfected"
-2.89787793064029,5.95364696175811,-9.1754538530532,1.25658039761613e-14,2.22683755909376e-12,22.8850348827785,"Psmb8","Higher in Adult_Reinfected"
-3.38825172006551,8.19111786473839,-9.17481143245982,1.26049513689122e-14,2.22683755909376e-12,22.8820031578355,"Rpl23","Higher in Adult_Reinfected"
-3.41965565294836,6.84980981803651,-9.15486039801982,1.38833263174467e-14,2.43116529188762e-12,22.7878519849593,"Pabpc1","Higher in Adult_Reinfected"
-3.47691630871004,7.16696480677817,-9.14554278875378,1.45239770721208e-14,2.52123612426737e-12,22.7438826642953,"Pdia6","Higher in Adult_Reinfected"
-3.32025642874593,6.61631888290971,-9.1297664958464,1.56767864213126e-14,2.67483493443303e-12,22.669437537794,"Eef1b2","Higher in Adult_Reinfected"
-3.65695538098798,7.62809467885387,-9.1308706629711,1.55932072070883e-14,2.67483493443303e-12,22.6746477767472,"Pdia3","Higher in Adult_Reinfected"
-3.60676677004273,7.01217388676177,-9.12260376110004,1.62299443778905e-14,2.74574897979516e-12,22.6356390910278,"Gabarap","Higher in Adult_Reinfected"
-3.46468684059376,7.47935094101146,-9.11931535561007,1.64903910145916e-14,2.76636702373354e-12,22.6201224804101,"Ctnna1","Higher in Adult_Reinfected"
-3.67057937456916,7.35752324099397,-9.10055746779651,1.80579466013718e-14,3.00408990002654e-12,22.5316147141863,"Lbh","Higher in Adult_Reinfected"
-3.69183767747797,7.99225917605391,-9.09414141146757,1.86276137991569e-14,3.07324838241793e-12,22.5013421715327,"Canx","Higher in Adult_Reinfected"
-3.33143446345651,7.8814903754651,-9.08693492330224,1.9288902485819e-14,3.15626524856069e-12,22.467340916209,"Rpl18","Higher in Adult_Reinfected"
-3.60703140236335,7.32652427689257,-9.08349721624204,1.96125707572086e-14,3.18313617907444e-12,22.4511215985728,"Selenof","Higher in Adult_Reinfected"
-3.36589830463263,7.23612203324696,-9.07477807261554,2.04580472636779e-14,3.27487201460329e-12,22.4099849707182,"Arpc2","Higher in Adult_Reinfected"
-3.64649666816069,7.33232982115353,-9.07429554860856,2.05058859803342e-14,3.27487201460329e-12,22.4077084743157,"P4hb","Higher in Adult_Reinfected"
-3.3704457060325,8.25873414174447,-9.06352184541222,2.16036200510362e-14,3.4228021196733e-12,22.3568803009394,"Rps15","Higher in Adult_Reinfected"
-3.18076223361541,6.81220796735352,-9.05912176944508,2.20686575792503e-14,3.4689496949179e-12,22.3361221854627,"H2-K1","Higher in Adult_Reinfected"
2.80502746720932,8.48837373422713,9.04063430719384,2.41344091916744e-14,3.76402508354215e-12,22.2489081061985,"Gm52436","Higher in Neonate_Reinfected_NO_IFN"
-2.89341387442835,6.4217254410731,-8.99967318217384,2.94257050941531e-14,4.55368488988045e-12,22.0556980908881,"Coro1a","Higher in Adult_Reinfected"
-3.1201543482631,6.31575889349813,-8.9975382316311,2.97312798468241e-14,4.56558107370885e-12,22.0456286427951,"Psma6","Higher in Adult_Reinfected"
-3.5472380098127,7.71153860071819,-8.9935985787165,3.03035081961539e-14,4.6179307948078e-12,22.0270476074345,"Ahnak","Higher in Adult_Reinfected"
-3.70195324426469,9.03968727549747,-8.98711804716765,3.12688297978224e-14,4.72893673677218e-12,21.9964834570148,"Gnas","Higher in Adult_Reinfected"
-3.09739768763904,7.04821574591584,-8.9830365644175,3.1892501363402e-14,4.78699251667364e-12,21.977234414671,"Lmna","Higher in Adult_Reinfected"
