"feature.feature","feature.group","feature.avgExpr","feature.logFC","feature.statistic","feature.auc","feature.pval","feature.padj","feature.pct_in","feature.pct_out"
"Crip1","8",1.1889111954304,0.55357467826334,3523231388.79688,0.608996113495112,0,0,46.3671353389365,26.1212471970195
"Csf2ra","8",1.37824480439709,0.883697212439402,3910033006.53516,0.675855384403423,0,0,53.4207839132825,22.1846413175273
"Ctsd","8",2.07695896329897,1.47963058948802,4155931652.87109,0.718359354028715,0,0,58.6756735527453,24.9903724910712
"Fcer1g","8",0.812004006021229,0.715612409264621,3820239279.5,0.660334396779807,0,0,36.3914853507187,4.36945868093225
"Fes","8",0.715851094921656,0.520433780603959,3553550672,0.614236849511876,0,0,31.5529023643076,8.89955922513407
"Gpx1","8",1.42044915876232,0.851007147066821,3874510061.88672,0.669715187282227,0,0,55.4394784384573,24.4025993173821
"Itgb2","8",0.880823723180957,0.763928555381272,3866272477,0.668291307716283,0,0,38.8343413714555,5.40394826891888
"Lgals3","8",0.785424229755427,0.676358629172255,3744283335.5,0.64720529182237,0,0,34.2706778729086,5.13107715870756
"Mrc1","8",0.788798900156369,0.711196774916478,3721889067,0.643334407121345,0,0,31.8906605922551,3.49693130029686
"Pfn1","8",1.7724942756348,0.646756119504001,3659141228.56641,0.632488344084501,0,0,65.7685963396434,45.1579681665042
"Psap","8",2.62234669277117,1.6054578593606,4532610859.82031,0.783468950235176,0,0,77.0638598696096,40.8069943027153
"Ptprc","8",1.05680723736276,0.858951570308484,3933800649,0.679963658964684,0,0,44.3013117586992,8.69842681002669
"S100a8","8",1.14302409801793,0.745958698196693,3462509281.6875,0.598500201319026,0,0,34.5377425182625,17.946556872721
"S100a9","8",1.05466943313697,0.955320271685004,3597946400.5,0.621910721343926,0,0,27.900400596968,4.47640655154733
"Tyrobp","8",1.69243188050879,1.49708705769301,4533086107,0.783551097461242,0,0,63.3571596889482,8.5633115990027
"Vim","8",1.42754212620496,0.755592765359642,3734951845.48047,0.645592329025466,0,0,53.467912968345,27.5947511921607
"Ankrd1","9",0.774724427472043,0.635225346230806,363057963.5,0.652558236574936,0,0,37.2696817420436,6.90224995922432
"Atp5b","9",1.47511795489924,1.09313250463353,404602742.75,0.727230577115058,0,0,60.4690117252931,17.3504820114859
"Atp5e","9",1.08724687972807,0.637494940465194,357382666.550781,0.642357491400478,4.16248557159019e-131,2.59374882179714e-129,48.4924623115578,19.9229983432196
"Col6a3","9",0.995654139060941,0.430269327836816,335433370.175781,0.602905955897854,6.48992845657835e-59,2.39646617452171e-57,47.319932998325,24.9218823771794
"Cryab","9",1.82807995807198,1.46787700352531,433782537.003906,0.779678166746151,0,0,68.0067001675042,15.7183816775545
"Dst","9",1.17856270479036,0.551364325190141,348132254.886719,0.625730856179756,3.29896441154148e-81,1.64453375915343e-79,54.4388609715243,27.5117820260793
