"","feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"Pax5","Pax5","neonate",0.155897940763604,0.0349988134663399,716431.5,0.503995061572066,0.303764571292788,0.479957650679729,4.01433691756272,3.23846908734053
"Lgr5","Lgr5","neonate",0.150055978213949,0.0348045380968139,715671,0.503460065212574,0.362497152119634,0.534308450488613,3.79928315412186,3.14033366045142
"Tnxb","Tnxb","neonate",0.291145708723193,0.0344872177940301,715740.5,0.503508957056078,0.514080870582175,0.676172332414813,7.59856630824373,6.96761530912659
"Lag3","Lag3","neonate",0.300450793491123,0.0344351598250278,716049,0.503725980562854,0.489531489972872,0.65161935314146,7.67025089605735,6.96761530912659
"Ptgs2","Ptgs2","neonate",0.172760077500997,0.0342531338248219,716055.5,0.503730553181311,0.36385823554841,0.534308450488613,4.44444444444444,3.72914622178607
"Foxp3","Foxp3","neonate",0.18903688000315,0.0335265534379491,716935.5,0.50434961537244,0.319970459298774,0.494641852182155,5.08960573476702,4.2198233562316
"Fgf13","Fgf13","neonate",0.154811229491358,0.0334381063688723,716269.5,0.503881097850518,0.317767946585354,0.493528674953776,4.01433691756272,3.23846908734053
"Tigit","Tigit","neonate",0.403774940539501,0.0334103118038706,715525,0.503357357167228,0.591660200604325,0.732607357820216,10.4659498207885,9.9116781157998
"Tnxa","Tnxa","neonate",0.236825640440698,0.0333157898834809,716801.5,0.504255349084245,0.380521412380522,0.549825866874464,6.23655913978495,5.39744847890088
"Ier3","Ier3","neonate",0.632196593932328,0.0332326070627961,715482,0.503327107537434,0.659504302083117,0.77538418535008,15.9856630824373,15.5053974484789
"Pdcd1","Pdcd1","neonate",0.278418716030554,0.0332110730457945,716858,0.504295095690835,0.410614798613267,0.577408962224862,7.24014336917563,6.37880274779195
"Il10rb","Il10rb","neonate",0.451054542059259,0.0328404213491691,716900,0.504324641840866,0.512696009059673,0.675241639408843,11.8996415770609,11.0893032384691
"Nlrp3","Nlrp3","neonate",0.169764759320347,0.0326420207671308,715689,0.503472727848302,0.391054198330773,0.561788235930519,4.3010752688172,3.63101079489696
"Stmn1","Stmn1","neonate",1.15393391553046,0.0325146993838297,717178.5,0.504520560954763,0.634255933240801,0.76095447104823,28.673835125448,28.7536800785083
"Mt2","Mt2","neonate",0.495636203080165,0.032450492042522,714636.5,0.502732315398117,0.684281045514347,0.793288607416051,12.1863799283154,11.7762512266928
