"","feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"Btg1","Btg1","neonate",1.1033350850726,0.363037231072721,68157,0.545919838523645,0.0037395914827048,0.0433531710262405,26.4705882352941,18.3006535947712
"Ccr9","Ccr9","neonate",0.569516454890405,0.360602142461631,67676,0.542067153658849,4.89898574325741e-05,0.00168423751242332,13.2352941176471,4.79302832244009
"Xbp1","Xbp1","neonate",0.902587214725927,0.359030678815125,67901,0.54386934512367,0.00209372646340281,0.0274663853159553,22.0588235294118,13.0718954248366
"Top2a","Top2a","neonate",0.621614399065784,0.358934326163707,67827.5,0.543280629245162,0.000138696953138663,0.00432548280320749,15.0735294117647,6.5359477124183
"Pcna","Pcna","neonate",1.0445525020755,0.358524190803905,67656.5,0.541910963731898,0.0061859056040695,0.0597261958474416,24.6323529411765,16.557734204793
"H2-Ob","H2-Ob","neonate",0.64847010847331,0.347053463457923,67835.5,0.543344707163911,0.000274471810802939,0.00720127356238238,16.1764705882353,7.62527233115468
"Rgcc","Rgcc","neonate",0.697081824304389,0.346415164236617,67900.5,0.543865340253749,0.000364147407416446,0.00850196120405939,17.2794117647059,8.27886710239651
"Jchain","Jchain","neonate",0.72929776949406,0.335525164392878,67405,0.53989651416122,0.00148522578631086,0.0217760310139989,17.2794117647059,9.15032679738562
"Junb","Junb","neonate",0.950165194951534,0.328986580288649,67456,0.540305010893246,0.00623021501317345,0.0597261958474416,23.1617647058824,14.5969498910675
"Tubb5","Tubb5","neonate",1.40522044810655,0.327615468619115,67327,0.539271754453415,0.0246685926533434,0.137558968960509,31.9852941176471,25.4901960784314
"Ramp2","Ramp2","neonate",0.70749933874027,0.326215391235458,67317.5,0.539195661924901,0.00161646304316995,0.0230133895467554,16.9117647058824,8.93246187363835
"Itga6","Itga6","neonate",0.674180308846484,0.325059871597539,67138.5,0.537761918492887,0.00182253164901613,0.0242720045681029,15.8088235294118,8.49673202614379
"Ifitm2","Ifitm2","neonate",0.999813852895304,0.32209674129617,67145.5,0.537817986671793,0.0124761608661337,0.0888480884538239,23.8970588235294,16.1220043572985
"Lcn2","Lcn2","neonate",0.585837619255622,0.314038771511683,66889.5,0.535767493271818,0.00122731317522581,0.0182631527716438,13.6029411764706,6.5359477124183
"Cd47","Cd47","neonate",1.56078645686309,0.314036617695282,67098.5,0.537441528899141,0.0405449237291773,0.184581228118675,36.7647058823529,28.9760348583878
"Myl4","Myl4","neonate",0.583745756214382,0.312257597869331,67212.5,0.538354639241317,0.000677850790049732,0.0116520213393031,14.3382352941176,6.75381263616558
"Gstp1/2","Gstp1/2","neonate",1.20738088411327,0.310087328894561,67082.5,0.537313373061643,0.0246971468845849,0.137558968960509,28.6764705882353,21.5686274509804
"Tsc22d1","Tsc22d1","neonate",0.5474052202192,0.309174509947214,67082.5,0.537313373061643,0.000524733524508261,0.010328497092695,13.2352941176471,5.88235294117647
"Plcg1","Plcg1","neonate",1.43231427243037,0.307427951622677,66975,0.536452326028451,0.0402467599324187,0.184581228118675,33.8235294117647,26.5795206971678
"Jak1","Jak1","neonate",1.04125600161057,0.30694368172642,66992.5,0.536592496475714,0.0183657773179805,0.109644790335488,25,17.4291938997821
"Cd9","Cd9","neonate",0.723119784389111,0.306145540324486,67081.5,0.537305363321799,0.00403905312215397,0.0447437329198613,17.6470588235294,10.4575163398693
"Csk","Csk","neonate",1.61439043979866,0.305381295301546,66964.5,0.536368223760092,0.0496665907597112,0.208088321578786,37.5,30.718954248366
"Dpp4","Dpp4","neonate",0.794020477233143,0.303132082507217,66814,0.535162757913623,0.0091089357714179,0.074521857317767,18.75,11.7647058823529
"Nusap1","Nusap1","neonate",0.64329590347457,0.301431201820124,66903.5,0.53587962962963,0.00289741015139541,0.0348038303727858,15.4411764705882,8.49673202614379
"Il11ra1/2","Il11ra1/2","neonate",0.641566150608868,0.301413792982229,66904.5,0.535887639369473,0.00273978029699951,0.0334360853092714,15.4411764705882,8.27886710239651
"Pttg1","Pttg1","neonate",0.655757782814001,0.301103101175938,67076.5,0.537265314622581,0.00221116197870181,0.0286302401657883,16.1764705882353,8.49673202614379
"Stat6","Stat6","neonate",1.17072893826312,0.300150143498342,66970.5,0.536416282199154,0.0270518501657096,0.145787538460608,27.9411764705882,21.1328976034858
"Atg12","Atg12","neonate",0.50375432018052,0.298840089691913,66871.5,0.535623317954633,0.00052833836682793,0.010328497092695,12.1323529411765,5.22875816993464
"Nfkbia","Nfkbia","neonate",1.40766949289046,0.298127364493283,66662.5,0.53394928232731,0.0553060145084393,0.224146733597211,33.8235294117647,26.1437908496732
"Il17ra","Il17ra","neonate",0.961238732744889,0.297866634708448,66905.5,0.535895649109317,0.0157898276873094,0.104025600882477,22.7941176470588,15.4684095860566
"Adgrf5","Adgrf5","neonate",0.859317355004015,0.290603375571294,66889.5,0.535767493271818,0.0124271674443,0.0888480884538239,20.9558823529412,13.9433551198257
"Fabp5","Fabp5","neonate",0.564863997035891,0.290248976463557,66861,0.535539215686274,0.00163886725959843,0.0230133895467554,13.9705882352941,6.97167755991285
"Dnmt1","Dnmt1","neonate",0.826945300654599,0.28757988760897,66818,0.535194796872998,0.0119976091663768,0.0873110681669906,20.2205882352941,13.0718954248366
"Oas3","Oas3","neonate",0.47414602303459,0.285940497488558,66658,0.533913238498014,0.000644347887041549,0.0114716936317933,11.3970588235294,4.79302832244009
"Il4ra","Il4ra","neonate",0.815503740850717,0.282218461320111,66736.5,0.53454200307574,0.0130002903249276,0.0900089545413391,19.8529411764706,12.8540305010893
"Cd81","Cd81","neonate",0.969423697459488,0.280097118251917,66530.5,0.532891996667948,0.0288488215675382,0.151380395278082,22.7941176470588,16.3398692810458
"Lamp3","Lamp3","neonate",0.495856016148031,0.272936345495697,66424,0.5320389593746,0.00182587797653733,0.0242720045681029,11.7647058823529,5.44662309368192
"Il20ra","Il20ra","neonate",0.412957401149791,0.270317047507027,66593,0.533392605408176,0.000287916142130633,0.00736031778728823,10.2941176470588,3.7037037037037
"Dst","Dst","neonate",0.727665521721721,0.268714973819721,66520.5,0.532811899269512,0.0129642786588668,0.0900089545413391,18.0147058823529,11.1111111111111
"Igf1","Igf1","neonate",0.477398116543465,0.26756797063991,66699.5,0.534245642701525,0.000862531557281053,0.0140974420099871,12.1323529411765,5.22875816993464
"Mki67","Mki67","neonate",0.640638128103426,0.263359067049483,66204.5,0.530280821478918,0.0128949542842797,0.0900089545413391,15.0735294117647,9.15032679738562
"Relt","Relt","neonate",0.665713451206463,0.262893602492322,66596.5,0.533420639497629,0.00777394157758702,0.0692019620790558,16.5441176470588,9.58605664488017
"Hsp90b1","Hsp90b1","neonate",1.25447369927713,0.25974304969778,66491.5,0.532579616814046,0.0559874444362398,0.225989806084741,29.0441176470588,24.1830065359477
"Eng","Eng","neonate",0.755385390830179,0.258812860509779,66358,0.531510316544919,0.019438450972581,0.114704239413822,18.3823529411765,11.9825708061002
"Ephb4","Ephb4","neonate",0.388491290922875,0.254786407293925,66338,0.531350121748046,0.000375995144366454,0.00851970815757624,9.55882352941176,3.26797385620915
"Clec14a","Clec14a","neonate",0.494597203693061,0.25320079334673,66253.5,0.530673298731257,0.00381692679514064,0.043741103617876,12.1323529411765,6.10021786492375
"Plac9","Plac9","neonate",0.504655295148593,0.250306968292851,66069,0.529195501730104,0.00666230936769501,0.0626634192414332,12.1323529411765,6.5359477124183
"Ptprcap","Ptprcap","neonate",1.98843604961293,0.249047033732219,66168,0.529988465974625,0.130853747387915,0.359397207013089,45.5882352941176,40.0871459694989
"Chek1","Chek1","neonate",0.466847336300481,0.246711867328689,66182,0.530100602332436,0.00315180773582328,0.0374089561025691,11.3970588235294,5.44662309368192
"Ffar2","Ffar2","neonate",0.489856711388069,0.246441361542025,65881,0.527689670639498,0.00801021377934236,0.0697054907019827,11.3970588235294,6.10021786492375
"Hspb1","Hspb1","neonate",0.503660617769297,0.245358139776314,66053,0.529067345892605,0.00690572099522102,0.0643458302078071,12.1323529411765,6.5359477124183
"Tubb4b","Tubb4b","neonate",1.0351491759516,0.244639310939627,66129.5,0.529680090990645,0.060307125122098,0.231254629795122,24.6323529411765,19.1721132897603
"Arf1","Arf1","neonate",1.06387966679187,0.24457464974964,66083,0.529307638087915,0.0675364922481788,0.252186826859304,26.1029411764706,19.6078431372549
"Fau","Fau","neonate",3.10742758845566,0.244047706702597,66607.5,0.533508746635909,0.120986247041437,0.344637966572322,67.2794117647059,62.962962962963
"Il16","Il16","neonate",0.919154046569848,0.241811076138265,66139,0.529756183519159,0.0467165918492874,0.200760526179912,22.4264705882353,16.1220043572985
"Fas","Fas","neonate",0.333833917925133,0.23974507638633,66013,0.528746956298859,0.000300672891442738,0.00749427181921026,8.08823529411765,2.39651416122004
"Acvrl1","Acvrl1","neonate",0.471834649758026,0.235365238137265,66061,0.529131423811355,0.00563453779233697,0.0556201403857422,11.7647058823529,6.10021786492375
"Ifna","Ifna","neonate",0.507773698087839,0.235073846608135,66035.5,0.528927175445342,0.00804025218728988,0.0697054907019827,12.5,6.75381263616558
"Atp5b","Atp5b","neonate",1.24465819082191,0.235057634327559,65834.5,0.527317217736768,0.110399468426374,0.330697103716084,29.7794117647059,24.1830065359477
"Sox4","Sox4","neonate",1.09297351113652,0.234869264218786,65944.5,0.528198289119569,0.0800108105546466,0.278918804625813,25.3676470588235,20.479302832244
"Hilpda","Hilpda","neonate",0.54619811971869,0.232003826929098,66024,0.52883506343714,0.0121733229776339,0.0879478478891379,13.6029411764706,7.84313725490196
"Ms4a4b","Ms4a4b","neonate",1.58562997340055,0.23160898203787,66026.5,0.528855087786749,0.120834541390454,0.344637966572322,36.7647058823529,31.8082788671024
"Birc3","Birc3","neonate",0.758418432380827,0.231155998554289,65914,0.527953992054338,0.0420696482093266,0.186374452165616,18.3823529411765,13.0718954248366
"Fgf18","Fgf18","neonate",0.597222370664981,0.228296553373325,65824,0.52723311546841,0.0230230970240135,0.131919699614606,14.3382352941176,8.93246187363835
"Atr","Atr","neonate",0.664719718194053,0.228053434174539,65957.5,0.528302415737537,0.0263011015765888,0.144874023601431,16.1764705882353,10.4575163398693
"Col4a2","Col4a2","neonate",0.603792440713152,0.226427892407166,65717.5,0.526380078175061,0.0294127683443698,0.152731927288212,14.3382352941176,9.3681917211329
"Glul","Glul","neonate",0.652939775302067,0.221099356001579,65640.5,0.5257633282071,0.0411686620493348,0.185724688068719,15.4411764705882,10.4575163398693
"Clec1a","Clec1a","neonate",0.323196101728379,0.220371207662483,65937.5,0.528142220940664,0.000402150753800177,0.00871618046823427,8.08823529411765,2.39651416122004
"Stat4","Stat4","neonate",0.729219088716133,0.212300867359817,65743,0.526584326541074,0.0513871526813631,0.214363980013887,18.0147058823529,12.8540305010893
"Col4a1","Col4a1","neonate",1.23152763563818,0.211288682717085,65475,0.524437716262976,0.149383878305682,0.384110716691739,27.9411764705882,24.1830065359477
"Ddc","Ddc","neonate",0.367384632044676,0.210315095632587,65518.5,0.524786139946175,0.00543710182013862,0.054207905146782,8.82352941176471,3.92156862745098
"Birc5","Birc5","neonate",0.444482856738777,0.210171446234175,65739.5,0.526556292451621,0.00919206163998473,0.074521857317767,11.0294117647059,5.66448801742919
"Ace","Ace","neonate",0.526087189550269,0.209767963863411,65614.5,0.525555074971165,0.024464416983188,0.137558968960509,12.8676470588235,7.84313725490196
"Apod","Apod","neonate",0.309053417097316,0.208804083540576,65635.5,0.525723279507882,0.00121872331528478,0.0182631527716438,7.72058823529412,2.61437908496732
"Ifngr1","Ifngr1","neonate",0.734593146520411,0.208072322454867,65447.5,0.524217448417275,0.0736393859751266,0.264087835329919,17.2794117647059,12.8540305010893
"Ly6d","Ly6d","neonate",0.557392903608235,0.202541922588186,65310.5,0.523120114058695,0.0496740426637422,0.208088321578786,13.2352941176471,8.93246187363835
"Il1b","Il1b","neonate",0.391337356159616,0.199309898398462,65426,0.524045239010637,0.0113017113166342,0.0847203472382276,9.55882352941176,4.79302832244009
"Hhex","Hhex","neonate",0.401372687071242,0.198614166267911,65504.5,0.524674003588363,0.0107560411207733,0.0833581716478406,9.92647058823529,5.01089324618736
"Col9a2","Col9a2","neonate",0.574194475230235,0.198343935857778,65460.5,0.524321575035243,0.0423566324856494,0.186374452165616,13.9705882352941,9.15032679738562
"Pten","Pten","neonate",0.365910472301856,0.197665631898506,65321.5,0.523208221196976,0.0108768887056798,0.0833581716478406,8.82352941176471,4.35729847494553
"Ighd","Ighd","neonate",0.496668322520843,0.197623104656399,65428,0.524061258490324,0.0296754033764793,0.152943973419275,12.1323529411765,7.40740740740741
"Naca","Naca","neonate",1.78436903607059,0.197447813951413,65279,0.52286780725362,0.237009243095772,0.501799997980222,41.1764705882353,36.6013071895425
"Dusp1","Dusp1","neonate",0.489467002509417,0.19692040476284,65330,0.523276303985647,0.0329610692730884,0.162955892975834,11.7647058823529,7.18954248366013
"Adgre5","Adgre5","neonate",1.15638044563364,0.195818584518417,65453,0.524261501986416,0.14750495589468,0.38360470863754,27.2058823529412,23.3115468409586
"Fn1","Fn1","neonate",0.545691565732325,0.195508247287614,65203,0.522259067025503,0.0544190889783203,0.222359966030268,12.8676470588235,8.49673202614379
"Igfbp5","Igfbp5","neonate",0.336987719404971,0.192190293948116,65496.5,0.524609925669614,0.00425817540213534,0.0451638391056269,8.45588235294118,3.48583877995643
"Sla","Sla","neonate",0.756088090482542,0.190836594506882,65257.5,0.522695597846982,0.101435897463858,0.317926659460475,18.0147058823529,13.7254901960784
"Il2rg","Il2rg","neonate",1.12853598118492,0.188588217544581,65322.5,0.523216230936819,0.163158894008185,0.406220705097347,26.8382352941176,22.8758169934641
"Nfkb1","Nfkb1","neonate",0.517503331149672,0.187805539261442,65283.5,0.522903851082917,0.0424343035522516,0.186374452165616,12.5,7.84313725490196
"Myl12b","Myl12b","neonate",0.818643419107012,0.186966071001742,65206,0.522283096245034,0.124400242863672,0.34944125887512,19.8529411764706,15.4684095860566
"Myc","Myc","neonate",0.889363106917469,0.186469123757421,65129.5,0.521670351146995,0.146311935742541,0.382868766234419,20.9558823529412,16.7755991285403
"Tnfrsf1b","Tnfrsf1b","neonate",1.03957660880722,0.186417688930447,65202.5,0.522255062155581,0.168082075841661,0.414669775817606,25,20.9150326797386
"Hdac1","Hdac1","neonate",0.723465023952599,0.186386468347862,65322,0.523212226066897,0.0901768661730929,0.301699112666355,17.6470588235294,13.2897603485839
"Il6ra","Il6ra","neonate",0.330540517404467,0.186318794209302,65285.5,0.522919870562604,0.0070394719585431,0.0649847550246988,8.08823529411765,3.48583877995643
"Scgb3a1","Scgb3a1","neonate",0.298486996025379,0.185204007754723,65359.5,0.523512591311034,0.00269801535422742,0.0334360853092714,7.35294117647059,2.61437908496732
"Rgs5","Rgs5","neonate",0.332967966954865,0.184882273188921,65184,0.522106881968474,0.0102403634890578,0.0810289079253227,8.08823529411765,3.7037037037037
"Nanog","Nanog","neonate",0.402240894895956,0.184864156845926,65319.5,0.523192201717288,0.0175313273002057,0.109021868439414,9.92647058823529,5.22875816993464
"Cpa3","Cpa3","neonate",0.256538585967606,0.183074254170957,65129,0.521666346277073,0.00225586858941736,0.0288346279955014,6.25,1.96078431372549
"Osm","Osm","neonate",0.440110702262396,0.182310822891074,65328.5,0.523264289375881,0.0258944241446702,0.14342633817909,11.0294117647059,6.31808278867102
"Gpx1","Gpx1","neonate",1.47290829799595,0.182020990994622,64978,0.520456875560682,0.26316257200914,0.524746168586225,34.9264705882353,30.0653594771242
"Isg15","Isg15","neonate",0.455620712776502,0.181824077855049,65275.5,0.522839773164168,0.0325114289887888,0.162069473509112,11.3970588235294,6.75381263616558
"Il7r","Il7r","neonate",1.12400449295803,0.181629577828559,64909.5,0.519908208381392,0.223829157854668,0.484073037703044,25.3676470588235,22.0043572984749
"Serpina1a","Serpina1a","neonate",0.30133411184998,0.181151447988407,65331,0.52328431372549,0.00441598771343786,0.0458618723989327,7.72058823529412,3.05010893246187
"Icos","Icos","neonate",0.469891260970417,0.178548477763922,65161.5,0.521926662821992,0.0415849260785091,0.186374452165616,11.3970588235294,6.97167755991285
"Pgk1","Pgk1","neonate",0.534588870789788,0.178525174086889,65208,0.522299115724721,0.05689518272275,0.22780922560073,13.2352941176471,8.71459694989107
"Icosl","Icosl","neonate",0.581897370472914,0.177912604831643,65053,0.521057606048956,0.085424228024099,0.290742730236109,13.9705882352941,10.0217864923747
"Calm3","Calm3","neonate",0.913751644111793,0.177237613059091,65184,0.522106881968474,0.149868674817539,0.384110716691739,22.4264705882353,18.082788671024
"Fzd5","Fzd5","neonate",0.52060377550353,0.176552353183054,65176.5,0.522046808919646,0.0552646461426832,0.224146733597211,12.8676470588235,8.27886710239651
"Tie1","Tie1","neonate",0.489233423178843,0.175482817829237,65177.5,0.52205481865949,0.0477336952370497,0.204251047859822,12.1323529411765,7.62527233115468
"Stat1","Stat1","neonate",1.48038210310287,0.174846135384075,65073,0.521217800845829,0.245154407401958,0.512408688007866,34.1911764705882,30.2832244008715
"Ldb2","Ldb2","neonate",0.268142657133757,0.174279494028214,65083,0.521297898244265,0.00438941134218875,0.0458618723989327,6.61764705882353,2.39651416122004
"Cd24a","Cd24a","neonate",0.335602722437222,0.174085779658078,65131,0.52168236575676,0.0150255490189651,0.101219407918299,8.45588235294118,4.13943355119826
"Cd5","Cd5","neonate",1.03191081127756,0.173782764522966,64903,0.519856145072408,0.213351891906649,0.473598926219759,24.2647058823529,20.2614379084967
"Clcf1","Clcf1","neonate",0.628612876517255,0.1735485511139,65030.5,0.520877386902473,0.0996410286347102,0.315371763647004,15.0735294117647,10.8932461873638
"Igf2r","Igf2r","neonate",0.680157180866745,0.172431848835649,64871,0.519599833397411,0.13945939591215,0.372475084192216,16.1764705882353,12.4183006535948
"Stat5b","Stat5b","neonate",0.925725389511142,0.171993894634265,65117,0.521570229398949,0.160011621309891,0.401885629297937,22.4264705882353,18.082788671024
"Tnfsf14","Tnfsf14","neonate",0.225073112537554,0.171492970160498,65051,0.521041586569268,0.0010050608462151,0.0159054867250231,5.51470588235294,1.30718954248366
"Tlr1","Tlr1","neonate",0.576466977903987,0.171208799196213,65147.5,0.52181452646418,0.0747680329795622,0.265280173952397,14.3382352941176,9.80392156862745
"Cd36","Cd36","neonate",0.43473041605531,0.171076886931673,64850,0.519431628860695,0.0607422888860796,0.2320308889633,10.2941176470588,6.5359477124183
"Pdcd1lg2","Pdcd1lg2","neonate",0.269540550656744,0.171071643757946,65057.5,0.521093649878252,0.00478137180439201,0.04815179483817,6.61764705882353,2.39651416122004
"Fes","Fes","neonate",0.413704210381394,0.171023576036495,65212,0.522331154684096,0.0298135481494611,0.152943973419275,10.6617647058824,6.10021786492375
"Rgs2","Rgs2","neonate",0.338668858647221,0.170599488478256,65003.5,0.520661123926695,0.0219229615237363,0.126342153983613,8.45588235294118,4.35729847494553
"Cxcl17","Cxcl17","neonate",0.340221062189416,0.170173718847652,65282.5,0.522895841343073,0.0110973182267608,0.083818380849095,8.82352941176471,4.13943355119826
"Cidea","Cidea","neonate",0.349354295933157,0.169717465352119,65181.5,0.522086857618865,0.0153691533429085,0.102153639219199,8.82352941176471,4.35729847494553
"Azgp1","Azgp1","neonate",0.32638054309445,0.168978254738936,65203.5,0.522263071895425,0.011556365728377,0.0859828106805363,8.45588235294118,3.92156862745098
"Ryr2","Ryr2","neonate",0.297492199430798,0.168644679429747,64997.5,0.520613065487633,0.0117302142443264,0.0866298044562473,7.35294117647059,3.26797385620915
"Ifit1","Ifit1","neonate",0.368550030372674,0.168560833145856,64856.5,0.519483692169678,0.0381862505805948,0.177905102003986,8.82352941176471,5.01089324618736
"Dll1","Dll1","neonate",0.345209106630506,0.167452782211312,65168.5,0.521982731000897,0.0158594697433666,0.104025600882477,8.82352941176471,4.35729847494553
"Cr2","Cr2","neonate",0.461726310657662,0.166327416177344,64944,0.520184544405998,0.0644226360818384,0.245150260204553,11.3970588235294,7.40740740740741
"Flt3l","Flt3l","neonate",0.678363195007505,0.165662471848413,64889,0.519744008714597,0.138227294722966,0.371462568298646,16.1764705882353,12.636165577342
"Aatk","Aatk","neonate",0.54502878668425,0.164631578977698,64998.5,0.520621075227477,0.0852351051962709,0.290742730236109,13.6029411764706,9.3681917211329
"Abl1","Abl1","neonate",0.483437997913866,0.163856839475955,64879.5,0.519667916186082,0.0774907389206081,0.272997408847513,11.7647058823529,7.84313725490196
"Il6st","Il6st","neonate",0.450649446120532,0.163052861132371,64792.5,0.518971068819685,0.0736010406931342,0.264087835329919,10.6617647058824,6.97167755991285
"Adgrl2","Adgrl2","neonate",0.361750854639205,0.16283239911397,65088.5,0.521341951813405,0.0231718308883676,0.132013230832586,9.19117647058824,4.79302832244009
"Nrg1","Nrg1","neonate",0.269400679224309,0.161875705489522,64825,0.519231385364603,0.0127254516515865,0.0899806758626362,6.61764705882353,2.8322440087146
"Rigi","Rigi","neonate",0.487688607115856,0.161605723848577,64951.5,0.520244617454825,0.0728783434203149,0.264087835329919,12.1323529411765,8.06100217864924
"Gsn","Gsn","neonate",1.47638075408552,0.161266938298689,64825,0.519231385364603,0.288729235852449,0.553582784894023,32.7205882352941,30.0653594771242
"Dpt","Dpt","neonate",0.544138802673092,0.161013233118471,64792,0.518967063949763,0.107369602136052,0.32636430893184,12.8676470588235,9.15032679738562
"Cd38","Cd38","neonate",0.377008451638751,0.160647093611007,64988,0.520536972959118,0.0354332139419934,0.169028298086925,9.55882352941176,5.44662309368192
"Il20","Il20","neonate",0.500306115568891,0.160424651133299,64847,0.519407599641164,0.0875483359679617,0.294884091081276,12.1323529411765,8.27886710239651
"Ccrl2","Ccrl2","neonate",0.425939468632695,0.159773588505764,64784.5,0.518906990900936,0.0680428790914283,0.252188663398342,10.2941176470588,6.5359477124183
"Vsir","Vsir","neonate",1.04902467583789,0.159754601736691,64936,0.520120466487249,0.213760799196481,0.473598926219759,25,21.1328976034858
"Cfd","Cfd","neonate",0.369579181375557,0.158577232676873,64980.5,0.520476899910291,0.0309875723318972,0.156825429517267,9.19117647058824,5.01089324618736
