"feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"H2-K1","Adult reinfected",1.56614656936135,0.577916392527914,1109663.5,0.614319365785875,9.43907517819011e-14,9.41075795265554e-11,51.2280701754386,38.2455033133481
"Psap","Adult reinfected",1.90492357799992,0.551474269711481,1081414,0.598680196863253,1.11300908585518e-09,3.73770251943139e-07,57.8947368421053,47.4439886399495
