"feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"Pnoc","Adult RSV infected",0,-0.788944642840298,167.5,0.357142857142857,1.22974493652006e-05,0.012260557017105,0,28.5714285714286
